,movieId,title,genres,genres_split,count,avg_rating,frac_cnt,popular
34,38,It Takes Two (1995),Children|Comedy,"['Children', 'Comedy']",4.0,2.125,0.0121580547112462,0.025835866261398176
35,39,Clueless (1995),Comedy|Romance,"['Comedy', 'Romance']",104.0,3.293269230769231,0.3161094224924012,1.041033434650456
36,40,"Cry, the Beloved Country (1995)",Drama,['Drama'],2.0,4.25,0.0060790273556231,0.025835866261398176
37,41,Richard III (1995),Drama|War,"['Drama', 'War']",15.0,3.7,0.04559270516717325,0.16869300911854104
38,42,Dead Presidents (1995),Action|Crime|Drama,"['Action', 'Crime', 'Drama']",7.0,3.0,0.02127659574468085,0.06382978723404255
39,43,Restoration (1995),Drama,['Drama'],8.0,3.1875,0.0243161094224924,0.07750759878419453
40,44,Mortal Kombat (1995),Action|Adventure|Fantasy,"['Action', 'Adventure', 'Fantasy']",46.0,2.5434782608695654,0.1398176291793313,0.3556231003039514
41,45,To Die For (1995),Comedy|Drama|Thriller,"['Comedy', 'Drama', 'Thriller']",32.0,3.3125,0.0972644376899696,0.3221884498480243
42,46,How to Make an American Quilt (1995),Drama|Romance,"['Drama', 'Romance']",15.0,3.066666666666667,0.04559270516717325,0.13981762917933133
43,47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,"['Mystery', 'Thriller']",203.0,3.9753694581280787,0.6170212765957447,2.452887537993921
44,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,"['Animation', 'Children', 'Drama', 'Musical', 'Romance']",68.0,3.1470588235294117,0.2066869300911854,0.6504559270516718
45,49,When Night Is Falling (1995),Drama|Romance,"['Drama', 'Romance']",1.0,3.0,0.00303951367781155,0.00911854103343465
46,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,"['Crime', 'Mystery', 'Thriller']",204.0,4.237745098039215,0.6200607902735562,2.6276595744680846
47,52,Mighty Aphrodite (1995),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",28.0,3.4642857142857144,0.0851063829787234,0.2948328267477204
48,53,Lamerica (1994),Adventure|Drama,"['Adventure', 'Drama']",2.0,5.0,0.0060790273556231,0.030395136778115502
49,54,"Big Green, The (1995)",Children|Comedy,"['Children', 'Comedy']",3.0,2.3333333333333335,0.00911854103343465,0.02127659574468085
50,55,Georgia (1995),Drama,['Drama'],1.0,4.0,0.00303951367781155,0.0121580547112462
51,57,Home for the Holidays (1995),Drama,['Drama'],8.0,3.0625,0.0243161094224924,0.07446808510638298
52,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",37.0,4.027027027027027,0.11246200607902736,0.452887537993921
53,60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,"['Adventure', 'Children', 'Fantasy']",34.0,3.235294117647059,0.1033434650455927,0.3343465045592705
54,61,Eye for an Eye (1996),Drama|Thriller,"['Drama', 'Thriller']",6.0,3.75,0.0182370820668693,0.06838905775075987
55,62,Mr. Holland's Opus (1995),Drama,['Drama'],80.0,3.70625,0.24316109422492402,0.9012158054711246
56,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,"['Comedy', 'Crime']",7.0,2.7142857142857144,0.02127659574468085,0.057750759878419454
57,64,Two if by Sea (1996),Comedy|Romance,"['Comedy', 'Romance']",5.0,2.2,0.015197568389057751,0.033434650455927056
58,65,Bio-Dome (1996),Comedy,['Comedy'],31.0,2.532258064516129,0.09422492401215805,0.23860182370820668
59,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,"['Action', 'Sci-Fi', 'Thriller']",9.0,2.5,0.02735562310030395,0.06838905775075987
60,68,French Twist (Gazon maudit) (1995),Comedy|Romance,"['Comedy', 'Romance']",5.0,3.4,0.015197568389057751,0.05167173252279635
61,69,Friday (1995),Comedy,['Comedy'],20.0,3.775,0.060790273556231005,0.22948328267477203
62,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,"['Action', 'Comedy', 'Horror', 'Thriller']",55.0,3.5090909090909093,0.16717325227963525,0.5866261398176292
63,71,Fair Game (1995),Action,['Action'],5.0,1.7,0.015197568389057751,0.025835866261398176
64,72,Kicking and Screaming (1995),Comedy|Drama,"['Comedy', 'Drama']",7.0,3.2142857142857144,0.02127659574468085,0.06838905775075987
65,73,"Misérables, Les (1995)",Drama|War,"['Drama', 'War']",13.0,3.4615384615384617,0.03951367781155015,0.13677811550151975
66,74,Bed of Roses (1996),Drama|Romance,"['Drama', 'Romance']",8.0,4.0,0.0243161094224924,0.0972644376899696
67,75,Big Bully (1996),Comedy|Drama,"['Comedy', 'Drama']",5.0,2.2,0.015197568389057751,0.033434650455927056
68,76,Screamers (1995),Action|Sci-Fi|Thriller,"['Action', 'Sci-Fi', 'Thriller']",15.0,3.4,0.04559270516717325,0.15501519756838905
69,77,Nico Icon (1995),Documentary,['Documentary'],1.0,4.0,0.00303951367781155,0.0121580547112462
70,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,"['Action', 'Crime', 'Drama', 'Thriller']",3.0,3.3333333333333335,0.00911854103343465,0.030395136778115502
71,79,"Juror, The (1996)",Drama|Thriller,"['Drama', 'Thriller']",17.0,2.764705882352941,0.05167173252279635,0.14285714285714285
72,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,"['Children', 'Drama']",2.0,4.0,0.0060790273556231,0.0243161094224924
73,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,"['Crime', 'Drama', 'Romance']",14.0,3.107142857142857,0.0425531914893617,0.13221884498480244
74,82,Antonia's Line (Antonia) (1995),Comedy|Drama,"['Comedy', 'Drama']",8.0,3.875,0.0243161094224924,0.09422492401215805
75,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,"['Drama', 'Romance']",1.0,3.0,0.00303951367781155,0.00911854103343465
76,85,Angels and Insects (1995),Drama|Romance,"['Drama', 'Romance']",7.0,3.857142857142857,0.02127659574468085,0.08206686930091185
77,86,White Squall (1996),Action|Adventure|Drama,"['Action', 'Adventure', 'Drama']",15.0,3.966666666666667,0.04559270516717325,0.18085106382978725
78,87,Dunston Checks In (1996),Children|Comedy,"['Children', 'Comedy']",7.0,2.5,0.02127659574468085,0.05319148936170213
79,88,Black Sheep (1996),Comedy,['Comedy'],16.0,3.15625,0.0486322188449848,0.1534954407294833
80,89,Nick of Time (1995),Action|Thriller,"['Action', 'Thriller']",10.0,3.25,0.030395136778115502,0.09878419452887538
81,92,Mary Reilly (1996),Drama|Horror|Thriller,"['Drama', 'Horror', 'Thriller']",8.0,2.625,0.0243161094224924,0.06382978723404255
82,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,"['Comedy', 'Horror', 'Romance']",9.0,2.8333333333333335,0.02735562310030395,0.07750759878419454
83,94,Beautiful Girls (1996),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",10.0,3.95,0.030395136778115502,0.12006079027355623
84,95,Broken Arrow (1996),Action|Adventure|Thriller,"['Action', 'Adventure', 'Thriller']",84.0,3.0238095238095237,0.2553191489361702,0.7720364741641337
85,96,In the Bleak Midwinter (1995),Comedy|Drama,"['Comedy', 'Drama']",1.0,3.5,0.00303951367781155,0.010638297872340425
86,97,"Hate (Haine, La) (1995)",Crime|Drama,"['Crime', 'Drama']",10.0,3.9,0.030395136778115502,0.11854103343465046
87,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,['Documentary'],2.0,5.0,0.0060790273556231,0.030395136778115502
88,100,City Hall (1996),Drama|Thriller,"['Drama', 'Thriller']",14.0,2.7857142857142856,0.0425531914893617,0.11854103343465044
89,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,"['Adventure', 'Comedy', 'Crime', 'Romance']",23.0,3.782608695652174,0.06990881458966565,0.2644376899696048
90,102,Mr. Wrong (1996),Comedy,['Comedy'],5.0,2.4,0.015197568389057751,0.0364741641337386
91,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,"['Mystery', 'Sci-Fi', 'Thriller']",3.0,3.0,0.00911854103343465,0.027355623100303948
92,104,Happy Gilmore (1996),Comedy,['Comedy'],99.0,3.4393939393939394,0.3009118541033435,1.034954407294833
93,105,"Bridges of Madison County, The (1995)",Drama|Romance,"['Drama', 'Romance']",23.0,3.282608695652174,0.06990881458966565,0.22948328267477203
94,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,"['Comedy', 'Drama']",1.0,4.0,0.00303951367781155,0.0121580547112462
95,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,"['Adventure', 'Children', 'Comedy', 'Musical']",26.0,3.326923076923077,0.0790273556231003,0.2629179331306991
96,108,Catwalk (1996),Documentary,['Documentary'],1.0,4.0,0.00303951367781155,0.0121580547112462
97,110,Braveheart (1995),Action|Drama|War,"['Action', 'Drama', 'War']",237.0,4.031645569620253,0.7203647416413373,2.904255319148936
98,111,Taxi Driver (1976),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",104.0,4.105769230769231,0.3161094224924012,1.297872340425532
99,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,"['Action', 'Adventure', 'Comedy', 'Crime']",46.0,3.5434782608695654,0.1398176291793313,0.49544072948328266
100,113,Before and After (1996),Drama|Mystery,"['Drama', 'Mystery']",3.0,3.3333333333333335,0.00911854103343465,0.030395136778115502
101,116,Anne Frank Remembered (1995),Documentary,['Documentary'],5.0,3.9,0.015197568389057751,0.05927051671732523
102,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,"['Crime', 'Drama']",1.0,3.0,0.00303951367781155,0.00911854103343465
103,118,If Lucy Fell (1996),Comedy|Romance,"['Comedy', 'Romance']",2.0,2.5,0.0060790273556231,0.015197568389057751
104,119,"Steal Big, Steal Little (1995)",Comedy,['Comedy'],2.0,3.0,0.0060790273556231,0.0182370820668693
105,121,"Boys of St. Vincent, The (1992)",Drama,['Drama'],2.0,4.0,0.0060790273556231,0.0243161094224924
106,122,Boomerang (1992),Comedy|Romance,"['Comedy', 'Romance']",16.0,2.65625,0.0486322188449848,0.12917933130699089
107,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,"['Drama', 'Mystery', 'Romance']",4.0,4.375,0.0121580547112462,0.05319148936170213
108,125,Flirting With Disaster (1996),Comedy,['Comedy'],12.0,3.5833333333333335,0.0364741641337386,0.13069908814589665
109,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,"['Adventure', 'Children', 'Fantasy']",7.0,2.0,0.02127659574468085,0.0425531914893617
110,128,Jupiter's Wife (1994),Documentary,['Documentary'],1.0,3.0,0.00303951367781155,0.00911854103343465
111,129,Pie in the Sky (1996),Comedy|Romance,"['Comedy', 'Romance']",1.0,2.0,0.00303951367781155,0.0060790273556231
112,132,Jade (1995),Thriller,['Thriller'],6.0,2.8333333333333335,0.0182370820668693,0.05167173252279635
113,135,Down Periscope (1996),Comedy,['Comedy'],31.0,2.9516129032258065,0.09422492401215805,0.27811550151975684
114,137,Man of the Year (1995),Documentary,['Documentary'],1.0,3.0,0.00303951367781155,0.00911854103343465
115,140,Up Close and Personal (1996),Drama|Romance,"['Drama', 'Romance']",16.0,3.5,0.0486322188449848,0.1702127659574468
116,141,"Birdcage, The (1996)",Comedy,['Comedy'],86.0,3.494186046511628,0.2613981762917933,0.9133738601823708
117,144,"Brothers McMullen, The (1995)",Comedy,['Comedy'],12.0,3.3333333333333335,0.0364741641337386,0.12158054711246201
118,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",51.0,3.2450980392156863,0.15501519756838905,0.5030395136778115
119,146,"Amazing Panda Adventure, The (1995)",Adventure|Children,"['Adventure', 'Children']",3.0,3.3333333333333335,0.00911854103343465,0.030395136778115502
120,147,"Basketball Diaries, The (1995)",Drama,['Drama'],15.0,3.466666666666667,0.04559270516717325,0.1580547112462006
121,148,"Awfully Big Adventure, An (1995)",Drama,['Drama'],1.0,5.0,0.00303951367781155,0.015197568389057751
122,149,Amateur (1994),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",1.0,2.0,0.00303951367781155,0.0060790273556231
123,150,Apollo 13 (1995),Adventure|Drama|IMAX,"['Adventure', 'Drama', 'IMAX']",201.0,3.845771144278607,0.6109422492401215,2.349544072948328
124,151,Rob Roy (1995),Action|Drama|Romance|War,"['Action', 'Drama', 'Romance', 'War']",44.0,3.5454545454545454,0.1337386018237082,0.4741641337386018
125,152,"Addiction, The (1995)",Drama|Horror,"['Drama', 'Horror']",2.0,1.5,0.0060790273556231,0.00911854103343465
126,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,"['Action', 'Adventure', 'Comedy', 'Crime']",137.0,2.9160583941605838,0.41641337386018235,1.2142857142857142
127,154,Beauty of the Day (Belle de jour) (1967),Drama,['Drama'],12.0,3.875,0.0364741641337386,0.1413373860182371
128,155,Beyond Rangoon (1995),Adventure|Drama|War,"['Adventure', 'Drama', 'War']",6.0,2.4166666666666665,0.0182370820668693,0.04407294832826747
129,156,Blue in the Face (1995),Comedy|Drama,"['Comedy', 'Drama']",3.0,3.3333333333333335,0.00911854103343465,0.030395136778115502
130,157,Canadian Bacon (1995),Comedy|War,"['Comedy', 'War']",11.0,2.8636363636363638,0.03343465045592705,0.09574468085106383
131,158,Casper (1995),Adventure|Children,"['Adventure', 'Children']",62.0,2.806451612903226,0.1884498480243161,0.5288753799392097
132,159,Clockers (1995),Crime|Drama|Mystery,"['Crime', 'Drama', 'Mystery']",14.0,2.892857142857143,0.0425531914893617,0.12310030395136777
133,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",57.0,2.8771929824561404,0.17325227963525835,0.49848024316109424
134,161,Crimson Tide (1995),Drama|Thriller|War,"['Drama', 'Thriller', 'War']",103.0,3.6359223300970873,0.3130699088145897,1.1382978723404256
135,162,Crumb (1994),Documentary,['Documentary'],17.0,4.205882352941177,0.05167173252279635,0.21732522796352585
136,163,Desperado (1995),Action|Romance|Western,"['Action', 'Romance', 'Western']",66.0,3.5606060606060606,0.2006079027355623,0.7142857142857143
137,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",14.0,3.3214285714285716,0.0425531914893617,0.1413373860182371
138,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",144.0,3.5555555555555554,0.4376899696048632,1.5562310030395137
139,166,"Doom Generation, The (1995)",Comedy|Crime|Drama,"['Comedy', 'Crime', 'Drama']",3.0,2.8333333333333335,0.00911854103343465,0.025835866261398176
140,168,First Knight (1995),Action|Drama|Romance,"['Action', 'Drama', 'Romance']",54.0,3.0833333333333335,0.1641337386018237,0.5060790273556232
141,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,"['Adventure', 'Children', 'Drama']",10.0,2.4,0.030395136778115502,0.0729483282674772
142,170,Hackers (1995),Action|Adventure|Crime|Thriller,"['Action', 'Adventure', 'Crime', 'Thriller']",35.0,3.2285714285714286,0.10638297872340426,0.3434650455927052
143,171,Jeffrey (1995),Comedy|Drama,"['Comedy', 'Drama']",6.0,3.8333333333333335,0.0182370820668693,0.06990881458966565
144,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,"['Action', 'Sci-Fi', 'Thriller']",53.0,2.6792452830188678,0.16109422492401215,0.43161094224924007
145,173,Judge Dredd (1995),Action|Crime|Sci-Fi,"['Action', 'Crime', 'Sci-Fi']",62.0,2.6693548387096775,0.1884498480243161,0.5030395136778115
146,174,Jury Duty (1995),Comedy,['Comedy'],10.0,2.7,0.030395136778115502,0.08206686930091187
147,175,Kids (1995),Drama,['Drama'],20.0,3.975,0.060790273556231005,0.24164133738601826
148,176,Living in Oblivion (1995),Comedy,['Comedy'],13.0,4.3076923076923075,0.03951367781155015,0.1702127659574468
149,177,Lord of Illusions (1995),Horror,['Horror'],8.0,2.75,0.0243161094224924,0.0668693009118541
150,178,Love & Human Remains (1993),Comedy|Drama,"['Comedy', 'Drama']",1.0,1.0,0.00303951367781155,0.00303951367781155
151,179,Mad Love (1995),Drama|Romance,"['Drama', 'Romance']",2.0,1.5,0.0060790273556231,0.00911854103343465
152,180,Mallrats (1995),Comedy|Romance,"['Comedy', 'Romance']",36.0,3.4027777777777777,0.1094224924012158,0.3723404255319149
153,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,"['Action', 'Children']",17.0,2.264705882352941,0.05167173252279635,0.11702127659574468
154,183,Mute Witness (1994),Comedy|Horror|Thriller,"['Comedy', 'Horror', 'Thriller']",2.0,3.5,0.0060790273556231,0.02127659574468085
155,184,Nadja (1994),Drama,['Drama'],2.0,3.5,0.0060790273556231,0.02127659574468085
156,185,"Net, The (1995)",Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",112.0,3.0401785714285716,0.3404255319148936,1.034954407294833
157,186,Nine Months (1995),Comedy|Romance,"['Comedy', 'Romance']",48.0,2.8229166666666665,0.1458966565349544,0.411854103343465
158,187,Party Girl (1995),Comedy,['Comedy'],4.0,4.125,0.0121580547112462,0.05015197568389058
159,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,"['Fantasy', 'Horror', 'Mystery']",12.0,3.4583333333333335,0.0364741641337386,0.12613981762917933
160,189,Reckless (1995),Comedy|Fantasy,"['Comedy', 'Fantasy']",1.0,3.0,0.00303951367781155,0.00911854103343465
161,190,Safe (1995),Thriller,['Thriller'],5.0,2.8,0.015197568389057751,0.0425531914893617
162,191,"Scarlet Letter, The (1995)",Drama|Romance,"['Drama', 'Romance']",6.0,2.4166666666666665,0.0182370820668693,0.04407294832826747
163,193,Showgirls (1995),Drama,['Drama'],35.0,2.4714285714285715,0.10638297872340426,0.2629179331306991
164,194,Smoke (1995),Comedy|Drama,"['Comedy', 'Drama']",18.0,3.6666666666666665,0.0547112462006079,0.2006079027355623
165,195,Something to Talk About (1995),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",10.0,3.1,0.030395136778115502,0.09422492401215805
166,196,Species (1995),Horror|Sci-Fi,"['Horror', 'Sci-Fi']",45.0,2.6666666666666665,0.13677811550151975,0.36474164133738596
167,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",28.0,3.25,0.0851063829787234,0.2765957446808511
168,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,"['Drama', 'Musical', 'Romance']",4.0,4.125,0.0121580547112462,0.05015197568389058
169,201,Three Wishes (1995),Drama|Fantasy,"['Drama', 'Fantasy']",1.0,3.0,0.00303951367781155,0.00911854103343465
170,202,Total Eclipse (1995),Drama|Romance,"['Drama', 'Romance']",1.0,3.0,0.00303951367781155,0.00911854103343465
171,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,['Comedy'],22.0,3.4318181818181817,0.0668693009118541,0.229483282674772
172,204,Under Siege 2: Dark Territory (1995),Action,['Action'],30.0,2.716666666666667,0.0911854103343465,0.24772036474164136
173,205,Unstrung Heroes (1995),Comedy|Drama,"['Comedy', 'Drama']",9.0,3.1666666666666665,0.02735562310030395,0.08662613981762918
174,206,Unzipped (1995),Documentary,['Documentary'],2.0,3.0,0.0060790273556231,0.0182370820668693
175,207,"Walk in the Clouds, A (1995)",Drama|Romance,"['Drama', 'Romance']",21.0,3.4285714285714284,0.06382978723404255,0.21884498480243159
176,208,Waterworld (1995),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']",115.0,2.9130434782608696,0.3495440729483283,1.0182370820668694
177,209,White Man's Burden (1995),Drama,['Drama'],3.0,3.1666666666666665,0.00911854103343465,0.028875379939209724
178,210,Wild Bill (1995),Western,['Western'],4.0,3.0,0.0121580547112462,0.0364741641337386
179,211,"Browning Version, The (1994)",Drama,['Drama'],2.0,3.5,0.0060790273556231,0.02127659574468085
180,212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,"['Adventure', 'Comedy', 'Crime', 'Mystery']",3.0,3.0,0.00911854103343465,0.027355623100303948
181,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,['Drama'],6.0,3.8333333333333335,0.0182370820668693,0.06990881458966565
182,214,Before the Rain (Pred dozhdot) (1994),Drama|War,"['Drama', 'War']",2.0,4.0,0.0060790273556231,0.0243161094224924
183,215,Before Sunrise (1995),Drama|Romance,"['Drama', 'Romance']",24.0,4.041666666666667,0.0729483282674772,0.2948328267477204
184,216,Billy Madison (1995),Comedy,['Comedy'],49.0,3.326530612244898,0.14893617021276595,0.49544072948328266
185,217,"Babysitter, The (1995)",Drama|Thriller,"['Drama', 'Thriller']",6.0,2.3333333333333335,0.0182370820668693,0.0425531914893617
186,218,Boys on the Side (1995),Comedy|Drama,"['Comedy', 'Drama']",14.0,3.4285714285714284,0.0425531914893617,0.1458966565349544
187,219,"Cure, The (1995)",Drama,['Drama'],1.0,3.0,0.00303951367781155,0.00911854103343465
188,220,Castle Freak (1995),Horror,['Horror'],1.0,3.0,0.00303951367781155,0.00911854103343465
189,222,Circle of Friends (1995),Drama|Romance,"['Drama', 'Romance']",16.0,3.75,0.0486322188449848,0.182370820668693
190,223,Clerks (1994),Comedy,['Comedy'],104.0,3.855769230769231,0.3161094224924012,1.2188449848024316
191,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",40.0,3.6125,0.12158054711246201,0.439209726443769
192,225,Disclosure (1994),Drama|Thriller,"['Drama', 'Thriller']",52.0,3.5384615384615383,0.1580547112462006,0.5592705167173252
193,227,Drop Zone (1994),Action|Thriller,"['Action', 'Thriller']",22.0,2.8636363636363638,0.0668693009118541,0.19148936170212766
194,228,Destiny Turns on the Radio (1995),Comedy,['Comedy'],3.0,2.3333333333333335,0.00911854103343465,0.02127659574468085
195,229,Death and the Maiden (1994),Drama|Thriller,"['Drama', 'Thriller']",7.0,3.4285714285714284,0.02127659574468085,0.0729483282674772
196,230,Dolores Claiborne (1995),Drama|Thriller,"['Drama', 'Thriller']",24.0,3.3958333333333335,0.0729483282674772,0.24772036474164133
197,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,"['Adventure', 'Comedy']",133.0,3.0601503759398496,0.40425531914893614,1.2370820668693008
198,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",14.0,3.892857142857143,0.0425531914893617,0.16565349544072946
199,233,Exotica (1994),Drama,['Drama'],12.0,3.5,0.0364741641337386,0.1276595744680851
